disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Stroke Cerebrovascular,Heart Failure,Sleep Apnea,suppressed,9918,,,,1.06,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Cancer Lung,suppressed,10012,,,,0.69,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Cancer Colorectal,suppressed,9889,,,,0.67,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Cancer Prostate,suppressed,9704,,,,1.56,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Cancer Other,suppressed,9408,,,,2.07,,,,,,,,,,,,
Stroke Cerebrovascular,Heart Failure,Anxiety,suppressed,9933,,,,1.03,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,COPD,suppressed,7599,,,,2.49,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Chronic Kidney Disease,suppressed,9022,,,,2.54,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Chronic Liver Disease,suppressed,9376,,,,0.86,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Osteoarthritis,suppressed,8600,,,,6.74,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,9674,,,,0.54,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Osteoporosis,suppressed,9689,,,,0.76,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Hypothyroidism,suppressed,9580,,,,0.72,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Sleep Apnea,suppressed,9722,,,,1.5,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Cancer Lung,suppressed,9816,,,,1.11,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Cancer Colorectal,suppressed,9698,,,,1.21,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Cancer Prostate,suppressed,9517,,,,2.91,,,,,,,,,,,,
Stroke Cerebrovascular,Atrial Fibrillation,Anxiety,suppressed,9735,,,,1.59,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,COPD,suppressed,7751,,,,0.9,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,9179,,,,0.83,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,9547,,,,0.29,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Depression,suppressed,9463,,,,0.52,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Substance Use Disorder,suppressed,9899,,,,0.62,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Osteoarthritis,suppressed,8768,,,,2.04,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,9872,,,,0.18,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Osteoporosis,suppressed,9884,,,,0.29,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Hypothyroidism,suppressed,9768,,,,0.23,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Sleep Apnea,suppressed,9916,,,,0.49,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Cancer Lung,suppressed,10015,,,,0.43,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Cancer Colorectal,suppressed,9892,,,,0.36,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Cancer Prostate,suppressed,9707,,,,0.85,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Cancer Other,suppressed,9416,,,,1.1,,,,,,,,,,,,
Stroke Cerebrovascular,Peripheral Vascular Disease,Anxiety,suppressed,9937,,,,0.57,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Chronic Kidney Disease,suppressed,7252,,,,1.01,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Chronic Liver Disease,suppressed,7475,,,,0.38,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Depression,suppressed,7426,,,,0.64,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Substance Use Disorder,suppressed,7773,,,,0.73,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Osteoarthritis,suppressed,6856,,,,2.55,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Rheumatoid Arthritis,suppressed,7731,,,,0.22,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Osteoporosis,suppressed,7746,,,,0.33,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Hypothyroidism,suppressed,7634,,,,0.28,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Sleep Apnea,suppressed,7755,,,,0.68,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Cancer Lung,suppressed,7839,,,,0.48,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Cancer Colorectal,suppressed,7745,,,,0.43,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Cancer Prostate,suppressed,7599,,,,1.0,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Cancer Other,suppressed,7383,,,,1.32,,,,,,,,,,,,
Stroke Cerebrovascular,COPD,Anxiety,suppressed,7777,,,,0.7,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Chronic Liver Disease,suppressed,8872,,,,0.35,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Depression,suppressed,8782,,,,0.56,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Substance Use Disorder,suppressed,9175,,,,0.62,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Osteoarthritis,suppressed,8176,,,,2.58,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,9158,,,,0.21,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Osteoporosis,suppressed,9170,,,,0.3,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Hypothyroidism,suppressed,9064,,,,0.28,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Sleep Apnea,suppressed,9192,,,,0.6,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Cancer Lung,suppressed,9278,,,,0.43,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Cancer Colorectal,suppressed,9170,,,,0.44,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Cancer Prostate,suppressed,9002,,,,1.07,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Cancer Other,suppressed,8755,,,,1.37,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Kidney Disease,Anxiety,suppressed,9206,,,,0.64,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Depression,suppressed,9131,,,,0.2,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Substance Use Disorder,suppressed,9574,,,,0.28,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Osteoarthritis,suppressed,8463,,,,0.86,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,9528,,,,0.07,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Osteoporosis,suppressed,9538,,,,0.1,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Hypothyroidism,suppressed,9431,,,,0.09,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Sleep Apnea,suppressed,9572,,,,0.26,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Cancer Lung,suppressed,9666,,,,0.15,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Cancer Colorectal,suppressed,9553,,,,0.15,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Cancer Prostate,suppressed,9367,,,,0.33,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Cancer Other,suppressed,9095,,,,0.46,,,,,,,,,,,,
Stroke Cerebrovascular,Chronic Liver Disease,Anxiety,suppressed,9590,,,,0.23,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Substance Use Disorder,suppressed,9476,,,,0.44,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Osteoarthritis,suppressed,8403,,,,1.48,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Rheumatoid Arthritis,suppressed,9450,,,,0.13,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Osteoporosis,suppressed,9453,,,,0.19,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Hypothyroidism,suppressed,9345,,,,0.16,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Sleep Apnea,suppressed,9494,,,,0.33,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Cancer Lung,suppressed,9576,,,,0.28,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Cancer Colorectal,suppressed,9455,,,,0.25,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Cancer Prostate,suppressed,9288,,,,0.61,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Cancer Other,suppressed,9001,,,,0.77,,,,,,,,,,,,
Stroke Cerebrovascular,Depression,Anxiety,suppressed,9547,,,,0.45,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Osteoarthritis,suppressed,8769,,,,1.68,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Rheumatoid Arthritis,suppressed,9876,,,,0.15,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Osteoporosis,suppressed,9890,,,,0.23,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Hypothyroidism,suppressed,9771,,,,0.17,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Sleep Apnea,suppressed,9922,,,,0.35,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Cancer Lung,suppressed,10024,,,,0.38,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Cancer Colorectal,suppressed,9899,,,,0.34,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Cancer Prostate,suppressed,9712,,,,0.69,,,,,,,,,,,,
Stroke Cerebrovascular,Substance Use Disorder,Anxiety,suppressed,9944,,,,0.45,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Rheumatoid Arthritis,suppressed,8762,,,,0.57,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Osteoporosis,suppressed,8767,,,,0.75,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Hypothyroidism,suppressed,8652,,,,0.77,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Sleep Apnea,suppressed,8798,,,,1.48,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Cancer Lung,suppressed,8874,,,,1.1,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Cancer Colorectal,suppressed,8763,,,,1.27,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Cancer Prostate,suppressed,8611,,,,3.19,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Cancer Other,suppressed,8343,,,,3.83,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoarthritis,Anxiety,suppressed,8805,,,,1.69,,,,,,,,,,,,
Stroke Cerebrovascular,Rheumatoid Arthritis,Osteoporosis,suppressed,9869,,,,0.07,,,,,,,,,,,,
Stroke Cerebrovascular,Rheumatoid Arthritis,Hypothyroidism,suppressed,9754,,,,0.06,,,,,,,,,,,,
Stroke Cerebrovascular,Rheumatoid Arthritis,Sleep Apnea,suppressed,9894,,,,0.12,,,,,,,,,,,,
Stroke Cerebrovascular,Rheumatoid Arthritis,Cancer Lung,suppressed,9993,,,,0.1,,,,,,,,,,,,
Stroke Cerebrovascular,Rheumatoid Arthritis,Cancer Colorectal,suppressed,9872,,,,0.1,,,,,,,,,,,,
Stroke Cerebrovascular,Rheumatoid Arthritis,Cancer Prostate,suppressed,9688,,,,0.25,,,,,,,,,,,,
Stroke Cerebrovascular,Rheumatoid Arthritis,Cancer Other,suppressed,9394,,,,0.31,,,,,,,,,,,,
Stroke Cerebrovascular,Rheumatoid Arthritis,Anxiety,suppressed,9914,,,,0.15,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoporosis,Hypothyroidism,suppressed,9760,,,,0.09,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoporosis,Sleep Apnea,suppressed,9910,,,,0.15,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoporosis,Cancer Lung,suppressed,10006,,,,0.16,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoporosis,Cancer Colorectal,suppressed,9884,,,,0.14,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoporosis,Cancer Prostate,suppressed,9712,,,,0.34,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoporosis,Cancer Other,suppressed,9411,,,,0.42,,,,,,,,,,,,
Stroke Cerebrovascular,Osteoporosis,Anxiety,suppressed,9927,,,,0.22,,,,,,,,,,,,
Stroke Cerebrovascular,Hypothyroidism,Sleep Apnea,suppressed,9792,,,,0.16,,,,,,,,,,,,
Stroke Cerebrovascular,Hypothyroidism,Cancer Lung,suppressed,9889,,,,0.12,,,,,,,,,,,,
Stroke Cerebrovascular,Hypothyroidism,Cancer Colorectal,suppressed,9764,,,,0.13,,,,,,,,,,,,
Stroke Cerebrovascular,Hypothyroidism,Cancer Prostate,suppressed,9589,,,,0.34,,,,,,,,,,,,
Stroke Cerebrovascular,Hypothyroidism,Cancer Other,suppressed,9295,,,,0.41,,,,,,,,,,,,
Stroke Cerebrovascular,Hypothyroidism,Anxiety,suppressed,9811,,,,0.19,,,,,,,,,,,,
Stroke Cerebrovascular,Sleep Apnea,Cancer Lung,suppressed,10041,,,,0.21,,,,,,,,,,,,
Stroke Cerebrovascular,Sleep Apnea,Cancer Colorectal,suppressed,9915,,,,0.24,,,,,,,,,,,,
Stroke Cerebrovascular,Sleep Apnea,Cancer Prostate,suppressed,9733,,,,0.53,,,,,,,,,,,,
Stroke Cerebrovascular,Sleep Apnea,Cancer Other,suppressed,9439,,,,0.75,,,,,,,,,,,,
Stroke Cerebrovascular,Sleep Apnea,Anxiety,suppressed,9966,,,,0.37,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Lung,Cancer Colorectal,suppressed,10018,,,,0.2,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Lung,Cancer Prostate,suppressed,9832,,,,0.48,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Lung,Cancer Other,suppressed,9535,,,,0.61,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Lung,Anxiety,suppressed,10062,,,,0.3,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Colorectal,Cancer Prostate,suppressed,9710,,,,0.58,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Colorectal,Cancer Other,suppressed,9442,,,,0.69,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Colorectal,Anxiety,suppressed,9937,,,,0.29,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Prostate,Cancer Other,suppressed,9244,,,,1.72,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Prostate,Anxiety,suppressed,9756,,,,0.72,,,,,,,,,,,,
Stroke Cerebrovascular,Cancer Other,Anxiety,suppressed,9459,,,,0.89,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Chronic Liver Disease,suppressed,9713,,,,1.39,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Depression,suppressed,9587,,,,1.98,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,10023,,,,0.73,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Osteoporosis,suppressed,10041,,,,1.01,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Hypothyroidism,suppressed,9930,,,,0.97,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Sleep Apnea,suppressed,10077,,,,2.71,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Cancer Lung,suppressed,10174,,,,1.45,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Cancer Colorectal,suppressed,10055,,,,1.52,,,,,,,,,,,,
Heart Failure,Atrial Fibrillation,Anxiety,suppressed,10087,,,,2.18,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,COPD,suppressed,7988,,,,1.36,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,9472,,,,1.24,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,9871,,,,0.48,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Depression,suppressed,9768,,,,0.75,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Substance Use Disorder,suppressed,10234,,,,0.79,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Osteoarthritis,suppressed,9068,,,,2.79,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,10212,,,,0.25,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Osteoporosis,suppressed,10225,,,,0.4,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Hypothyroidism,suppressed,10103,,,,0.32,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Sleep Apnea,suppressed,10263,,,,0.93,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Cancer Lung,suppressed,10360,,,,0.57,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Cancer Colorectal,suppressed,10238,,,,0.47,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Cancer Prostate,suppressed,10046,,,,1.07,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Cancer Other,suppressed,9734,,,,1.5,,,,,,,,,,,,
Heart Failure,Peripheral Vascular Disease,Anxiety,suppressed,10274,,,,0.8,,,,,,,,,,,,
Heart Failure,COPD,Chronic Kidney Disease,suppressed,7466,,,,1.56,,,,,,,,,,,,
Heart Failure,COPD,Chronic Liver Disease,suppressed,7710,,,,0.64,,,,,,,,,,,,
Heart Failure,COPD,Depression,suppressed,7647,,,,0.94,,,,,,,,,,,,
Heart Failure,COPD,Substance Use Disorder,suppressed,8018,,,,0.93,,,,,,,,,,,,
Heart Failure,COPD,Osteoarthritis,suppressed,7071,,,,3.6,,,,,,,,,,,,
Heart Failure,COPD,Rheumatoid Arthritis,suppressed,7975,,,,0.31,,,,,,,,,,,,
Heart Failure,COPD,Osteoporosis,suppressed,7989,,,,0.46,,,,,,,,,,,,
Heart Failure,COPD,Hypothyroidism,suppressed,7873,,,,0.4,,,,,,,,,,,,
Heart Failure,COPD,Sleep Apnea,suppressed,8000,,,,1.24,,,,,,,,,,,,
Heart Failure,COPD,Cancer Lung,suppressed,8086,,,,0.66,,,,,,,,,,,,
Heart Failure,COPD,Cancer Colorectal,suppressed,7994,,,,0.58,,,,,,,,,,,,
Heart Failure,COPD,Cancer Prostate,suppressed,7840,,,,1.3,,,,,,,,,,,,
Heart Failure,COPD,Cancer Other,suppressed,7608,,,,1.84,,,,,,,,,,,,
Heart Failure,COPD,Anxiety,suppressed,8020,,,,1.01,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Chronic Liver Disease,suppressed,9158,,,,0.58,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Depression,suppressed,9051,,,,0.8,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Substance Use Disorder,suppressed,9469,,,,0.84,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Osteoarthritis,suppressed,8434,,,,3.49,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,9456,,,,0.29,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Osteoporosis,suppressed,9469,,,,0.42,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Hypothyroidism,suppressed,9356,,,,0.38,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Sleep Apnea,suppressed,9487,,,,1.11,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Cancer Lung,suppressed,9581,,,,0.58,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Cancer Colorectal,suppressed,9472,,,,0.58,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Cancer Prostate,suppressed,9299,,,,1.32,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Cancer Other,suppressed,9036,,,,1.84,,,,,,,,,,,,
Heart Failure,Chronic Kidney Disease,Anxiety,suppressed,9499,,,,0.9,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Depression,suppressed,9434,,,,0.32,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Substance Use Disorder,suppressed,9906,,,,0.39,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Osteoarthritis,suppressed,8749,,,,1.3,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,9856,,,,0.11,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Osteoporosis,suppressed,9871,,,,0.16,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Hypothyroidism,suppressed,9757,,,,0.14,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Sleep Apnea,suppressed,9910,,,,0.54,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Cancer Lung,suppressed,10002,,,,0.22,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Cancer Colorectal,suppressed,9890,,,,0.21,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Cancer Prostate,suppressed,9698,,,,0.46,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Cancer Other,suppressed,9405,,,,0.69,,,,,,,,,,,,
Heart Failure,Chronic Liver Disease,Anxiety,suppressed,9918,,,,0.37,,,,,,,,,,,,
Heart Failure,Depression,Substance Use Disorder,suppressed,9788,,,,0.56,,,,,,,,,,,,
Heart Failure,Depression,Osteoarthritis,suppressed,8674,,,,1.94,,,,,,,,,,,,
Heart Failure,Depression,Rheumatoid Arthritis,suppressed,9763,,,,0.17,,,,,,,,,,,,
Heart Failure,Depression,Osteoporosis,suppressed,9768,,,,0.26,,,,,,,,,,,,
Heart Failure,Depression,Hypothyroidism,suppressed,9656,,,,0.21,,,,,,,,,,,,
Heart Failure,Depression,Sleep Apnea,suppressed,9811,,,,0.58,,,,,,,,,,,,
Heart Failure,Depression,Cancer Lung,suppressed,9895,,,,0.37,,,,,,,,,,,,
Heart Failure,Depression,Cancer Colorectal,suppressed,9774,,,,0.31,,,,,,,,,,,,
Heart Failure,Depression,Cancer Prostate,suppressed,9601,,,,0.74,,,,,,,,,,,,
Heart Failure,Depression,Cancer Other,suppressed,9293,,,,1.01,,,,,,,,,,,,
Heart Failure,Depression,Anxiety,suppressed,9860,,,,0.62,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Osteoarthritis,suppressed,9072,,,,2.03,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Rheumatoid Arthritis,suppressed,10217,,,,0.18,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Osteoporosis,suppressed,10235,,,,0.28,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Hypothyroidism,suppressed,10111,,,,0.2,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Sleep Apnea,suppressed,10270,,,,0.56,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Cancer Lung,suppressed,10372,,,,0.44,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Cancer Colorectal,suppressed,10248,,,,0.38,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Cancer Prostate,suppressed,10055,,,,0.77,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Cancer Other,suppressed,9744,,,,1.11,,,,,,,,,,,,
Heart Failure,Substance Use Disorder,Anxiety,suppressed,10285,,,,0.56,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Rheumatoid Arthritis,suppressed,9069,,,,0.72,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Osteoporosis,suppressed,9074,,,,0.96,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Hypothyroidism,suppressed,8949,,,,0.97,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Sleep Apnea,suppressed,9107,,,,2.47,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Cancer Lung,suppressed,9182,,,,1.38,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Cancer Colorectal,suppressed,9072,,,,1.51,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Cancer Prostate,suppressed,8916,,,,3.61,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Cancer Other,suppressed,8628,,,,4.67,,,,,,,,,,,,
Heart Failure,Osteoarthritis,Anxiety,suppressed,9107,,,,2.19,,,,,,,,,,,,
Heart Failure,Rheumatoid Arthritis,Osteoporosis,suppressed,10218,,,,0.09,,,,,,,,,,,,
Heart Failure,Rheumatoid Arthritis,Hypothyroidism,suppressed,10094,,,,0.08,,,,,,,,,,,,
Heart Failure,Rheumatoid Arthritis,Sleep Apnea,suppressed,10246,,,,0.2,,,,,,,,,,,,
Heart Failure,Rheumatoid Arthritis,Cancer Lung,suppressed,10344,,,,0.12,,,,,,,,,,,,
Heart Failure,Rheumatoid Arthritis,Cancer Colorectal,suppressed,10223,,,,0.12,,,,,,,,,,,,
Heart Failure,Rheumatoid Arthritis,Cancer Prostate,suppressed,10033,,,,0.29,,,,,,,,,,,,
Heart Failure,Rheumatoid Arthritis,Cancer Other,suppressed,9717,,,,0.38,,,,,,,,,,,,
Heart Failure,Rheumatoid Arthritis,Anxiety,suppressed,10256,,,,0.19,,,,,,,,,,,,
Heart Failure,Osteoporosis,Hypothyroidism,suppressed,10104,,,,0.11,,,,,,,,,,,,
Heart Failure,Osteoporosis,Sleep Apnea,suppressed,10263,,,,0.27,,,,,,,,,,,,
Heart Failure,Osteoporosis,Cancer Lung,suppressed,10361,,,,0.2,,,,,,,,,,,,
Heart Failure,Osteoporosis,Cancer Colorectal,suppressed,10238,,,,0.17,,,,,,,,,,,,
Heart Failure,Osteoporosis,Cancer Prostate,suppressed,10060,,,,0.39,,,,,,,,,,,,
Heart Failure,Osteoporosis,Cancer Other,suppressed,9738,,,,0.52,,,,,,,,,,,,
Heart Failure,Osteoporosis,Anxiety,suppressed,10272,,,,0.29,,,,,,,,,,,,
Heart Failure,Hypothyroidism,Sleep Apnea,suppressed,10141,,,,0.28,,,,,,,,,,,,
Heart Failure,Hypothyroidism,Cancer Lung,suppressed,10237,,,,0.15,,,,,,,,,,,,
Heart Failure,Hypothyroidism,Cancer Colorectal,suppressed,10112,,,,0.16,,,,,,,,,,,,
Heart Failure,Hypothyroidism,Cancer Prostate,suppressed,9930,,,,0.39,,,,,,,,,,,,
Heart Failure,Hypothyroidism,Cancer Other,suppressed,9615,,,,0.51,,,,,,,,,,,,
