disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Hypertension,Cancer Breast,Cancer Colorectal,suppressed,4962,,,,0.26,,,,,,,,,,,,
Hypertension,Cancer Breast,Cancer Other,suppressed,4676,,,,0.89,,,,,,,,,,,,
Hypertension,Cancer Breast,Anxiety,suppressed,4923,,,,0.86,,,,,,,,,,,,
Hypertension,Cancer Lung,Cancer Colorectal,suppressed,5239,,,,0.11,,,,,,,,,,,,
Hypertension,Cancer Lung,Cancer Other,suppressed,4927,,,,0.38,,,,,,,,,,,,
Hypertension,Cancer Lung,Anxiety,suppressed,5195,,,,0.39,,,,,,,,,,,,
Hypertension,Cancer Colorectal,Cancer Other,suppressed,4909,,,,0.35,,,,,,,,,,,,
Hypertension,Cancer Colorectal,Anxiety,suppressed,5173,,,,0.34,,,,,,,,,,,,
Hypertension,Cancer Other,Anxiety,suppressed,4862,,,,1.18,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Coronary Heart Disease,suppressed,7804,,,,1.89,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Stroke Cerebrovascular,suppressed,7865,,,,0.86,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Heart Failure,suppressed,7957,,,,0.96,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Atrial Fibrillation,suppressed,7885,,,,1.45,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Peripheral Vascular Disease,suppressed,7931,,,,0.46,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,COPD,suppressed,6538,,,,0.88,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Chronic Kidney Disease,suppressed,7393,,,,0.71,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Chronic Liver Disease,suppressed,7791,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Depression,suppressed,7355,,,,0.62,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Substance Use Disorder,suppressed,7963,,,,0.18,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Osteoarthritis,suppressed,6636,,,,3.29,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Rheumatoid Arthritis,suppressed,7740,,,,0.42,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Osteoporosis,suppressed,7387,,,,0.87,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Hypothyroidism,suppressed,7158,,,,0.58,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Sleep Apnea,suppressed,7960,,,,0.3,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Cancer Breast,suppressed,7463,,,,0.78,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Cancer Lung,suppressed,7964,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Cancer Colorectal,suppressed,7915,,,,0.3,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Cancer Other,suppressed,7396,,,,1.08,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Anxiety,suppressed,7868,,,,1.05,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Stroke Cerebrovascular,suppressed,10725,,,,1.23,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Heart Failure,suppressed,10981,,,,1.54,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Atrial Fibrillation,suppressed,10875,,,,2.16,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Peripheral Vascular Disease,suppressed,10936,,,,0.75,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,COPD,suppressed,9060,,,,1.34,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Chronic Kidney Disease,suppressed,10100,,,,1.02,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Chronic Liver Disease,suppressed,10761,,,,0.76,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Depression,suppressed,10069,,,,0.92,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Substance Use Disorder,suppressed,10974,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Osteoarthritis,suppressed,9075,,,,4.45,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Rheumatoid Arthritis,suppressed,10697,,,,0.63,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Osteoporosis,suppressed,10215,,,,1.29,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Hypothyroidism,suppressed,9854,,,,0.84,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Sleep Apnea,suppressed,10981,,,,0.43,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Cancer Breast,suppressed,10304,,,,1.07,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Cancer Lung,suppressed,10983,,,,0.49,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Cancer Colorectal,suppressed,10922,,,,0.42,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Cancer Other,suppressed,10213,,,,1.53,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Anxiety,suppressed,10829,,,,1.5,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Heart Failure,suppressed,11291,,,,0.85,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Atrial Fibrillation,suppressed,11174,,,,1.16,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Peripheral Vascular Disease,suppressed,11247,,,,0.41,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,COPD,suppressed,9299,,,,0.69,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,10370,,,,0.5,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,11069,,,,0.37,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Depression,suppressed,10349,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Substance Use Disorder,suppressed,11303,,,,0.17,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Osteoarthritis,suppressed,9311,,,,2.18,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,11003,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Osteoporosis,suppressed,10515,,,,0.7,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Hypothyroidism,suppressed,10118,,,,0.43,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Sleep Apnea,suppressed,11306,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Breast,suppressed,10613,,,,0.51,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Lung,suppressed,11311,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Colorectal,suppressed,11248,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Other,suppressed,10513,,,,0.76,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Anxiety,suppressed,11139,,,,0.75,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Atrial Fibrillation,suppressed,11465,,,,1.63,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Peripheral Vascular Disease,suppressed,11534,,,,0.57,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,COPD,suppressed,9532,,,,0.91,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Chronic Kidney Disease,suppressed,10620,,,,0.56,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Chronic Liver Disease,suppressed,11361,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Depression,suppressed,10607,,,,0.56,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Substance Use Disorder,suppressed,11595,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Osteoarthritis,suppressed,9541,,,,2.46,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Rheumatoid Arthritis,suppressed,11288,,,,0.42,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Osteoporosis,suppressed,10775,,,,0.87,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Hypothyroidism,suppressed,10368,,,,0.49,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Sleep Apnea,suppressed,11599,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Breast,suppressed,10890,,,,0.59,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Lung,suppressed,11603,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Colorectal,suppressed,11540,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Other,suppressed,10788,,,,0.93,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Anxiety,suppressed,11426,,,,0.9,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Peripheral Vascular Disease,suppressed,11404,,,,0.72,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,COPD,suppressed,9425,,,,1.2,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Chronic Kidney Disease,suppressed,10509,,,,0.87,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Chronic Liver Disease,suppressed,11240,,,,0.65,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Depression,suppressed,10496,,,,0.79,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Substance Use Disorder,suppressed,11468,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Osteoarthritis,suppressed,9442,,,,3.82,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,11166,,,,0.58,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Osteoporosis,suppressed,10662,,,,1.19,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Hypothyroidism,suppressed,10270,,,,0.72,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Sleep Apnea,suppressed,11472,,,,0.42,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Breast,suppressed,10768,,,,0.91,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Lung,suppressed,11476,,,,0.42,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Colorectal,suppressed,11414,,,,0.37,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Other,suppressed,10674,,,,1.35,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Anxiety,suppressed,11300,,,,1.31,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,COPD,suppressed,9498,,,,0.43,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,10579,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,11316,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Depression,suppressed,10568,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Substance Use Disorder,suppressed,11546,,,,0.09,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Osteoarthritis,suppressed,9509,,,,1.26,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,11246,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Osteoporosis,suppressed,10738,,,,0.43,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Hypothyroidism,suppressed,10327,,,,0.26,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Sleep Apnea,suppressed,11550,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Breast,suppressed,10845,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Lung,suppressed,11553,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Colorectal,suppressed,11491,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Other,suppressed,10744,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Anxiety,suppressed,11378,,,,0.46,,,,,,,,,,,,
Diabetes Mellitus,COPD,Chronic Kidney Disease,suppressed,8782,,,,0.53,,,,,,,,,,,,
Diabetes Mellitus,COPD,Chronic Liver Disease,suppressed,9362,,,,0.41,,,,,,,,,,,,
Diabetes Mellitus,COPD,Depression,suppressed,8757,,,,0.49,,,,,,,,,,,,
Diabetes Mellitus,COPD,Substance Use Disorder,suppressed,9542,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,COPD,Osteoarthritis,suppressed,7878,,,,2.26,,,,,,,,,,,,
Diabetes Mellitus,COPD,Rheumatoid Arthritis,suppressed,9310,,,,0.35,,,,,,,,,,,,
Diabetes Mellitus,COPD,Osteoporosis,suppressed,8927,,,,0.71,,,,,,,,,,,,
Diabetes Mellitus,COPD,Hypothyroidism,suppressed,8533,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,COPD,Sleep Apnea,suppressed,9547,,,,0.24,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Breast,suppressed,8968,,,,0.53,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Lung,suppressed,9550,,,,0.26,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Colorectal,suppressed,9502,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Other,suppressed,8909,,,,0.79,,,,,,,,,,,,
Diabetes Mellitus,COPD,Anxiety,suppressed,9407,,,,0.78,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Chronic Liver Disease,suppressed,10429,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Depression,suppressed,9756,,,,0.4,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Substance Use Disorder,suppressed,10626,,,,0.09,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Osteoarthritis,suppressed,8849,,,,2.0,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,10379,,,,0.26,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Osteoporosis,suppressed,9903,,,,0.5,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Hypothyroidism,suppressed,9546,,,,0.37,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Sleep Apnea,suppressed,10630,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Breast,suppressed,9994,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Lung,suppressed,10633,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Colorectal,suppressed,10578,,,,0.18,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Other,suppressed,9931,,,,0.68,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Anxiety,suppressed,10468,,,,0.64,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Depression,suppressed,10408,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Substance Use Disorder,suppressed,11377,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Osteoarthritis,suppressed,9371,,,,1.23,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,11076,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Osteoporosis,suppressed,10581,,,,0.37,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Hypothyroidism,suppressed,10164,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Sleep Apnea,suppressed,11379,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Breast,suppressed,10679,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Lung,suppressed,11382,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Colorectal,suppressed,11322,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Other,suppressed,10589,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Anxiety,suppressed,11213,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Depression,Substance Use Disorder,suppressed,10622,,,,0.11,,,,,,,,,,,,
Diabetes Mellitus,Depression,Osteoarthritis,suppressed,8796,,,,1.68,,,,,,,,,,,,
Diabetes Mellitus,Depression,Rheumatoid Arthritis,suppressed,10349,,,,0.23,,,,,,,,,,,,
Diabetes Mellitus,Depression,Osteoporosis,suppressed,9878,,,,0.49,,,,,,,,,,,,
Diabetes Mellitus,Depression,Hypothyroidism,suppressed,9551,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Depression,Sleep Apnea,suppressed,10623,,,,0.15,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Breast,suppressed,9973,,,,0.4,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Lung,suppressed,10624,,,,0.18,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Colorectal,suppressed,10571,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Other,suppressed,9887,,,,0.57,,,,,,,,,,,,
Diabetes Mellitus,Depression,Anxiety,suppressed,10538,,,,0.57,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Osteoarthritis,suppressed,9553,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Rheumatoid Arthritis,suppressed,11300,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Osteoporosis,suppressed,10791,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Hypothyroidism,suppressed,10380,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Sleep Apnea,suppressed,11613,,,,0.04,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Breast,suppressed,10903,,,,0.11,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Lung,suppressed,11617,,,,0.06,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Colorectal,suppressed,11554,,,,0.05,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Other,suppressed,10801,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Anxiety,suppressed,11439,,,,0.18,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Rheumatoid Arthritis,suppressed,9344,,,,1.1,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Osteoporosis,suppressed,8917,,,,2.29,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Hypothyroidism,suppressed,8566,,,,1.56,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Sleep Apnea,suppressed,9557,,,,0.72,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Breast,suppressed,8981,,,,2.06,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Lung,suppressed,9558,,,,0.85,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Colorectal,suppressed,9507,,,,0.8,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Other,suppressed,8893,,,,2.87,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Anxiety,suppressed,9421,,,,2.77,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Osteoporosis,suppressed,10541,,,,0.34,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Hypothyroidism,suppressed,10108,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Sleep Apnea,suppressed,11304,,,,0.12,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Breast,suppressed,10615,,,,0.26,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Lung,suppressed,11307,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Colorectal,suppressed,11249,,,,0.11,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Other,suppressed,10507,,,,0.4,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Anxiety,suppressed,11134,,,,0.38,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Hypothyroidism,suppressed,9663,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Sleep Apnea,suppressed,10793,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Breast,suppressed,10146,,,,0.53,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Lung,suppressed,10797,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Colorectal,suppressed,10739,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Other,suppressed,10046,,,,0.81,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Anxiety,suppressed,10637,,,,0.8,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Sleep Apnea,suppressed,10383,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Breast,suppressed,9745,,,,0.37,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Lung,suppressed,10383,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Colorectal,suppressed,10334,,,,0.15,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Other,suppressed,9671,,,,0.53,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Anxiety,suppressed,10233,,,,0.51,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Breast,suppressed,10906,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Lung,suppressed,11620,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Colorectal,suppressed,11558,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Other,suppressed,10805,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Anxiety,suppressed,11442,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Cancer Breast,Cancer Lung,suppressed,10913,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Cancer Breast,Cancer Colorectal,suppressed,10855,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Cancer Breast,Cancer Other,suppressed,10168,,,,0.7,,,,,,,,,,,,
Diabetes Mellitus,Cancer Breast,Anxiety,suppressed,10744,,,,0.66,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Colorectal,suppressed,11562,,,,0.08,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Other,suppressed,10812,,,,0.3,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Anxiety,suppressed,11445,,,,0.3,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Cancer Other,suppressed,10766,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Anxiety,suppressed,11383,,,,0.26,,,,,,,,,,,,
Diabetes Mellitus,Cancer Other,Anxiety,suppressed,10650,,,,0.94,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Stroke Cerebrovascular,suppressed,7859,,,,1.54,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Heart Failure,suppressed,7947,,,,1.58,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Peripheral Vascular Disease,suppressed,7920,,,,0.83,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,COPD,suppressed,6526,,,,1.5,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Chronic Kidney Disease,suppressed,7366,,,,1.09,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Chronic Liver Disease,suppressed,7780,,,,0.55,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Depression,suppressed,7350,,,,1.1,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Substance Use Disorder,suppressed,7951,,,,0.33,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Rheumatoid Arthritis,suppressed,7726,,,,0.7,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Osteoporosis,suppressed,7388,,,,1.77,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Hypothyroidism,suppressed,7153,,,,1.01,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Sleep Apnea,suppressed,7947,,,,0.38,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Breast,suppressed,7455,,,,1.27,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Lung,suppressed,7954,,,,0.58,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Colorectal,suppressed,7901,,,,0.51,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Anxiety,suppressed,7861,,,,1.78,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Heart Failure,suppressed,8008,,,,0.87,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Atrial Fibrillation,suppressed,7935,,,,1.4,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Peripheral Vascular Disease,suppressed,7982,,,,0.44,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,COPD,suppressed,6579,,,,0.83,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,7428,,,,0.55,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,7837,,,,0.28,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Depression,suppressed,7403,,,,0.57,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Substance Use Disorder,suppressed,8016,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoarthritis,suppressed,6679,,,,2.79,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,7789,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoporosis,suppressed,7449,,,,1.0,,,,,,,,,,,,
